ID,IPK_Sem1,IPK_Sem2,IPK_Sem3,IPK_Sem4,Kehadiran_Rata,Remedial_Total,Aktivitas_Online,Pekerjaan,Jam_Kerja_Mingguan,Pendapatan_OrangTua,Tanggungan_Keluarga,Risiko_DO
M0606,3.74,3.68,3.6,3.09,91.4,1,10,Tidak,0,5.3,8,Tidak
M0607,2.41,2.23,2.13,1.89,65.8,0,8,Ya,21,6.4,10,Ya
M0608,2.18,1.52,1.67,1.73,97.5,3,14,Tidak,0,5.9,5,Tidak
M0609,1.91,2.18,2.39,2.15,54.9,5,19,Ya,37,6.5,9,Ya
M0610,3.55,3.93,3.68,3.74,72.3,0,11,Ya,29,2.4,1,Tidak
M0611,3.13,3.33,3.35,3.55,75.4,0,10,Ya,19,5.5,5,Tidak
M0612,2.77,2.43,1.82,2.11,85.8,1,11,Tidak,0,7.6,3,Tidak
M0613,2.94,2.88,3.31,2.94,82.2,2,13,Ya,19,5.1,3,Tidak
M0614,2.24,2.24,2.09,2.75,78.3,1,11,Ya,39,4.3,2,Tidak
M0615,4.0,4.0,4.0,4.0,79.9,2,11,Tidak,0,7.9,3,Tidak
M0616,2.86,3.06,2.97,2.97,70.2,4,5,Tidak,0,5.2,7,Tidak
M0617,2.85,2.63,2.97,3.3,65.0,1,9,Tidak,0,6.4,8,Tidak
M0618,3.16,3.18,2.33,3.04,87.3,1,15,Tidak,0,5.6,8,Tidak
M0619,3.04,3.18,3.18,2.75,86.9,2,5,Tidak,0,6.0,8,Tidak
M0620,2.91,3.35,3.32,3.25,95.8,2,12,Ya,13,9.1,1,Tidak
M0621,2.4,2.61,2.47,1.76,72.1,2,8,Tidak,0,7.1,7,Tidak
M0622,3.04,3.28,3.8,3.86,86.9,1,12,Tidak,0,3.6,2,Tidak
M0623,3.74,3.77,3.5,3.61,77.2,2,12,Tidak,0,5.3,10,Tidak
M0624,3.47,3.89,4.0,3.99,91.9,0,10,Tidak,0,5.2,4,Tidak
M0625,3.6,3.72,3.83,3.63,90.2,0,11,Ya,17,6.4,5,Tidak
M0626,2.54,2.28,2.66,2.05,82.1,3,12,Tidak,0,7.8,1,Tidak
M0627,2.31,2.73,2.53,2.64,76.6,5,10,Tidak,0,6.1,4,Tidak
M0628,2.74,2.95,2.73,3.17,89.6,2,14,Tidak,0,6.0,4,Tidak
M0629,2.83,2.7,3.03,2.85,86.5,0,10,Tidak,0,1.5,9,Tidak
M0630,3.35,3.21,3.34,3.47,73.2,3,9,Tidak,0,8.6,9,Tidak
M0631,1.95,2.04,1.58,1.5,66.7,0,13,Ya,29,5.7,10,Ya
M0632,3.56,3.7,3.54,3.68,77.1,0,11,Tidak,0,6.5,1,Tidak
M0633,2.72,2.78,2.9,2.78,95.2,0,13,Tidak,0,6.5,8,Tidak
M0634,2.59,2.68,2.93,2.7,91.5,1,9,Ya,22,4.5,4,Tidak
M0635,2.29,2.8,2.6,2.37,68.9,3,10,Tidak,0,5.5,4,Ya
M0636,1.97,2.29,1.5,1.5,68.3,2,12,Tidak,0,4.4,5,Tidak
M0637,3.21,3.27,3.43,3.54,92.7,0,8,Tidak,0,8.8,2,Tidak
M0638,2.84,3.12,2.75,2.36,68.6,0,8,Ya,32,1.6,1,Ya
M0639,2.16,1.85,1.5,1.5,85.1,0,8,Tidak,0,4.1,5,Tidak
M0640,2.15,2.27,1.5,1.5,73.8,0,9,Ya,25,5.4,7,Ya
M0641,2.63,3.17,3.41,3.08,96.2,1,9,Tidak,0,9.0,10,Tidak
M0642,3.63,3.56,3.6,4.0,72.3,4,15,Tidak,0,7.4,9,Tidak
M0643,2.67,2.42,2.35,2.09,91.4,1,10,Tidak,0,2.7,2,Tidak
M0644,2.05,1.85,2.27,2.07,81.8,4,6,Ya,27,5.8,8,Ya
M0645,2.68,2.35,2.54,2.25,82.5,0,10,Tidak,0,7.4,7,Tidak
M0646,2.66,2.42,2.9,3.44,60.3,0,9,Tidak,0,10.5,2,Tidak
M0647,1.5,1.5,1.5,1.67,58.0,3,5,Tidak,0,5.3,5,Ya
M0648,2.77,2.35,2.34,2.06,77.8,5,9,Tidak,0,3.6,7,Ya
M0649,2.68,2.68,2.19,2.52,82.5,1,13,Tidak,0,6.6,3,Tidak
M0650,3.15,3.42,3.35,3.41,68.7,0,14,Tidak,0,5.9,2,Tidak
M0651,3.72,3.45,3.38,3.46,69.1,2,11,Tidak,0,6.9,6,Tidak
M0652,3.36,3.82,4.0,3.9,85.6,2,7,Tidak,0,7.4,10,Tidak
M0653,2.67,2.82,2.83,2.61,85.6,1,10,Tidak,0,6.6,6,Tidak
M0654,2.25,2.56,2.75,2.85,78.6,2,8,Tidak,0,7.1,4,Tidak
M0655,4.0,3.8,4.0,3.84,87.8,1,11,Tidak,0,9.3,1,Tidak
M0656,2.83,3.09,3.74,4.0,68.3,1,9,Tidak,0,5.4,5,Tidak
M0657,2.81,2.48,2.39,2.01,76.4,0,7,Ya,13,3.6,1,Tidak
M0658,2.79,3.06,2.78,3.24,96.5,0,5,Tidak,0,6.6,8,Tidak
M0659,2.9,2.95,3.02,2.99,80.7,2,11,Ya,19,3.4,2,Tidak
M0660,2.73,2.9,2.66,2.75,81.3,4,8,Tidak,0,3.8,9,Tidak
M0661,2.51,2.16,2.6,2.85,100.0,1,9,Tidak,0,4.4,9,Tidak
M0662,2.53,2.26,2.18,1.99,66.0,2,9,Tidak,0,3.5,3,Tidak
M0663,2.78,2.96,2.79,3.05,88.0,1,20,Tidak,0,8.3,6,Tidak
M0664,2.53,2.25,2.11,1.5,96.6,0,8,Ya,16,6.1,9,Tidak
M0665,2.44,2.58,2.8,2.58,76.8,0,4,Tidak,0,7.4,7,Tidak
M0666,2.85,2.44,2.39,2.11,88.6,3,3,Tidak,0,7.0,4,Ya
M0667,2.67,2.92,2.73,2.35,70.2,2,14,Tidak,0,5.6,3,Tidak
M0668,3.55,3.18,3.68,3.62,73.1,1,6,Tidak,0,7.9,2,Tidak
M0669,1.5,1.67,1.5,1.62,83.8,0,6,Tidak,0,5.0,10,Tidak
M0670,3.35,3.54,3.55,3.76,88.0,2,8,Tidak,0,5.7,10,Tidak
M0671,3.42,3.21,3.41,3.48,91.2,0,15,Tidak,0,4.6,1,Tidak
M0672,1.76,1.93,1.5,1.5,95.7,0,11,Tidak,0,8.8,10,Tidak
M0673,2.63,2.71,2.85,2.96,79.3,1,9,Tidak,0,5.8,1,Tidak
M0674,2.61,2.45,2.13,2.17,91.9,2,9,Ya,34,7.2,4,Tidak
M0675,2.1,1.8,2.05,2.33,76.6,2,12,Tidak,0,4.8,4,Tidak
M0676,2.41,1.82,1.53,1.76,89.0,0,11,Tidak,0,7.7,9,Tidak
M0677,2.24,2.34,2.55,2.56,82.1,1,12,Tidak,0,7.5,10,Tidak
M0678,3.68,3.21,3.54,3.27,84.5,0,9,Tidak,0,2.7,1,Tidak
M0679,3.27,3.3,3.56,3.36,84.2,0,12,Tidak,0,6.0,4,Tidak
M0680,3.44,3.36,3.44,3.28,64.0,4,10,Tidak,0,6.2,3,Tidak
M0681,3.16,3.36,3.29,3.2,68.8,1,7,Ya,26,5.4,9,Ya
M0682,2.24,2.15,1.98,2.06,81.0,0,14,Tidak,0,8.8,5,Tidak
M0683,2.54,2.44,2.88,3.09,63.1,0,10,Ya,35,3.6,9,Ya
M0684,3.04,3.26,3.05,3.03,88.3,0,13,Ya,19,5.1,10,Tidak
M0685,2.19,2.29,1.98,1.98,88.7,0,11,Tidak,0,4.3,6,Tidak
M0686,3.16,3.25,3.45,3.49,83.3,1,7,Tidak,0,8.1,9,Tidak
M0687,2.68,2.82,2.58,2.43,68.8,3,9,Tidak,0,3.9,1,Ya
M0688,2.61,2.15,1.86,1.58,93.8,1,13,Tidak,0,2.3,4,Tidak
M0689,3.16,3.39,2.96,2.43,100.0,0,10,Tidak,0,6.9,4,Tidak
M0690,3.02,3.2,3.06,2.85,81.5,0,8,Tidak,0,5.7,10,Tidak
M0691,2.62,2.31,2.29,2.43,85.1,2,5,Ya,31,8.1,10,Ya
M0692,3.38,3.31,3.38,3.17,82.0,0,7,Tidak,0,7.6,6,Tidak
M0693,2.26,2.25,2.54,2.47,85.3,1,15,Tidak,0,5.9,10,Tidak
M0694,3.11,3.07,3.23,3.37,78.8,1,12,Tidak,0,3.1,1,Tidak
M0695,3.1,3.2,3.14,3.3,79.7,1,11,Ya,33,3.6,10,Tidak
M0696,2.65,3.08,3.02,2.7,89.1,1,9,Tidak,0,2.5,5,Tidak
M0697,2.96,3.28,3.43,3.73,100.0,2,7,Tidak,0,5.7,3,Tidak
M0698,2.17,1.78,2.16,2.5,66.0,6,4,Tidak,0,4.7,1,Ya
M0699,3.26,3.45,3.49,3.15,79.0,6,7,Tidak,0,5.6,6,Tidak
M0700,2.71,3.11,2.97,2.72,68.2,5,10,Tidak,0,6.3,3,Tidak
M0701,2.54,2.66,2.36,2.72,95.9,1,10,Ya,30,9.8,4,Tidak
M0702,3.32,3.65,3.22,3.18,74.1,2,15,Tidak,0,7.2,9,Tidak
M0703,2.45,3.05,3.25,2.58,65.6,0,6,Tidak,0,6.1,2,Tidak
M0704,2.1,2.41,2.58,2.16,86.4,4,4,Ya,38,2.9,1,Ya
M0705,2.02,2.09,2.26,2.19,97.4,1,9,Tidak,0,6.1,10,Tidak
M0706,3.1,3.41,3.37,3.02,86.6,1,12,Tidak,0,7.8,6,Tidak
M0707,2.16,2.2,2.62,2.5,82.0,2,4,Tidak,0,6.8,1,Tidak
M0708,3.68,3.69,3.54,3.55,84.1,1,9,Ya,16,3.9,1,Tidak
M0709,1.76,1.65,1.94,2.38,94.1,1,9,Ya,40,5.2,7,Ya
M0710,3.65,4.0,3.99,3.9,71.3,0,11,Ya,11,6.1,2,Tidak
M0711,2.91,2.66,2.48,2.8,78.9,1,4,Tidak,0,5.2,4,Tidak
M0712,2.75,3.21,3.39,3.82,75.5,2,9,Tidak,0,4.8,4,Tidak
M0713,2.53,2.68,2.8,3.23,68.3,0,6,Ya,10,1.7,2,Tidak
M0714,3.0,2.58,2.69,2.78,76.7,2,8,Tidak,0,4.5,6,Tidak
M0715,2.78,2.89,2.91,2.32,91.1,3,10,Ya,11,6.5,10,Ya
M0716,3.35,2.72,2.71,2.85,85.7,3,13,Ya,38,7.8,2,Tidak
M0717,2.86,3.05,3.77,4.0,86.4,1,8,Tidak,0,6.2,8,Tidak
M0718,2.88,3.15,3.51,3.49,81.5,3,12,Ya,37,8.1,4,Tidak
M0719,2.62,2.44,2.66,3.18,85.2,2,11,Ya,15,5.8,1,Tidak
M0720,2.77,2.81,2.84,3.1,72.0,0,10,Tidak,0,4.2,7,Tidak
M0721,2.95,3.54,3.84,4.0,76.9,1,11,Tidak,0,5.1,6,Tidak
M0722,1.94,1.79,1.95,2.28,81.9,2,6,Tidak,0,7.0,6,Tidak
M0723,2.13,1.81,1.82,1.92,82.8,3,7,Tidak,0,5.5,3,Tidak
M0724,3.17,3.61,3.52,2.77,83.2,2,15,Tidak,0,4.7,10,Tidak
M0725,2.89,3.48,3.46,3.31,78.6,1,10,Tidak,0,2.9,7,Tidak
M0726,2.71,2.71,1.76,2.12,76.2,0,17,Tidak,0,4.2,6,Tidak
M0727,2.81,3.11,3.17,2.93,100.0,2,6,Tidak,0,5.2,10,Tidak
M0728,2.97,3.37,3.22,3.15,89.1,4,10,Tidak,0,4.8,10,Tidak
M0729,2.53,2.31,2.79,2.48,84.1,0,7,Tidak,0,4.1,9,Tidak
M0730,2.41,2.26,2.27,2.81,77.7,2,12,Tidak,0,9.1,3,Tidak
M0731,2.9,3.27,2.91,3.41,75.5,1,4,Tidak,0,7.2,3,Tidak
M0732,2.31,2.82,2.81,2.54,78.7,0,9,Tidak,0,10.4,4,Tidak
M0733,3.0,3.17,2.86,2.9,82.9,4,11,Tidak,0,2.8,3,Tidak
M0734,1.95,1.69,1.83,1.63,61.2,0,6,Ya,37,6.6,4,Ya
M0735,3.31,3.91,4.0,4.0,64.3,2,12,Tidak,0,5.1,6,Tidak
M0736,3.04,2.88,3.17,3.32,73.6,2,11,Tidak,0,6.0,1,Tidak
M0737,2.93,2.83,2.59,2.83,82.1,2,9,Ya,11,9.7,2,Tidak
M0738,3.29,3.39,3.4,3.5,77.6,2,10,Tidak,0,2.5,10,Tidak
M0739,3.63,4.0,3.59,4.0,94.8,3,7,Tidak,0,4.9,6,Tidak
M0740,3.31,3.57,3.78,3.47,65.2,0,16,Tidak,0,4.5,6,Tidak
M0741,1.88,2.0,2.16,1.65,72.5,1,10,Tidak,0,4.9,1,Tidak
M0742,2.16,2.3,2.45,2.33,95.2,1,9,Tidak,0,1.8,6,Tidak
M0743,2.49,2.5,2.5,2.03,81.3,1,9,Tidak,0,8.6,9,Tidak
M0744,2.81,2.98,3.1,2.65,88.8,1,4,Ya,29,8.7,8,Ya
M0745,3.06,2.3,2.78,2.48,100.0,2,9,Tidak,0,7.2,10,Tidak
M0746,2.44,2.35,2.26,1.98,73.1,0,7,Tidak,0,3.3,5,Tidak
M0747,2.89,2.96,3.0,2.71,79.0,0,12,Tidak,0,6.6,4,Tidak
M0748,2.42,2.07,1.74,1.9,77.3,2,11,Tidak,0,7.7,6,Tidak
M0749,2.49,2.61,2.35,2.2,60.5,1,10,Tidak,0,6.8,5,Tidak
M0750,2.1,2.04,2.07,2.02,76.9,3,9,Tidak,0,5.9,6,Tidak
M0751,2.34,2.87,3.2,3.47,88.8,1,10,Tidak,0,8.8,10,Tidak
M0752,2.12,2.59,2.51,2.28,85.4,2,10,Ya,37,4.6,3,Tidak
M0753,2.31,2.17,2.1,2.02,86.2,4,6,Ya,40,5.7,7,Ya
M0754,3.33,3.28,3.16,3.27,76.2,1,5,Tidak,0,7.3,8,Tidak
M0755,2.33,2.31,2.15,1.57,73.4,0,7,Ya,39,6.6,5,Tidak
M0756,4.0,3.86,3.95,3.23,92.7,2,8,Tidak,0,7.1,5,Tidak
M0757,3.05,3.11,2.66,2.76,75.0,4,9,Tidak,0,7.1,4,Tidak
M0758,2.89,2.66,3.04,3.19,82.9,1,12,Tidak,0,7.0,10,Tidak
M0759,2.37,2.03,1.83,2.45,81.6,1,12,Tidak,0,5.3,5,Tidak
M0760,3.15,3.34,3.56,3.61,94.6,2,10,Tidak,0,4.6,10,Tidak
M0761,2.51,2.7,2.32,2.57,89.7,1,9,Tidak,0,6.3,8,Tidak
M0762,2.86,2.62,2.82,2.76,67.0,2,10,Ya,15,9.0,5,Tidak
M0763,4.0,4.0,4.0,4.0,68.1,1,12,Tidak,0,6.0,9,Tidak
M0764,2.75,2.56,2.68,3.18,85.8,2,9,Ya,31,7.2,1,Tidak
M0765,3.37,3.45,3.15,2.51,79.4,1,9,Ya,25,6.2,7,Tidak
M0766,2.45,2.7,2.77,2.89,75.4,1,9,Tidak,0,10.1,5,Tidak
M0767,2.78,2.77,2.42,3.06,90.2,1,6,Tidak,0,5.7,4,Tidak
M0768,3.69,3.83,3.75,3.83,81.9,2,9,Ya,35,7.2,3,Tidak
M0769,2.49,2.34,2.65,3.15,80.5,1,10,Tidak,0,4.6,10,Tidak
M0770,3.71,3.65,3.89,3.7,87.8,2,8,Tidak,0,3.8,7,Tidak
M0771,3.15,3.09,3.09,3.08,76.2,1,8,Ya,23,6.0,2,Tidak
M0772,2.52,2.3,2.01,2.02,95.7,2,9,Tidak,0,8.4,5,Tidak
M0773,3.12,3.07,3.26,2.59,72.1,1,9,Tidak,0,7.3,2,Tidak
M0774,3.29,2.83,2.84,2.49,86.6,2,16,Tidak,0,1.8,7,Ya
M0775,3.11,2.96,2.26,1.93,94.3,0,10,Tidak,0,7.5,6,Tidak
M0776,2.01,1.92,2.15,2.4,66.2,4,10,Ya,18,2.9,10,Ya
M0777,2.44,2.36,2.35,2.61,76.6,3,11,Ya,26,7.7,7,Ya
M0778,2.68,2.61,2.97,3.07,91.4,2,11,Ya,35,7.1,9,Tidak
M0779,2.76,2.74,2.41,2.66,91.6,0,11,Tidak,0,5.7,2,Tidak
M0780,3.11,3.25,2.3,2.25,78.3,0,11,Ya,35,7.5,9,Ya
M0781,2.89,3.15,3.23,3.59,72.7,1,10,Ya,26,5.5,7,Tidak
M0782,2.13,1.94,2.03,2.03,89.6,1,4,Ya,17,6.3,2,Tidak
M0783,2.99,2.63,2.12,2.14,91.8,3,7,Tidak,0,3.1,10,Ya
M0784,3.11,2.8,2.51,2.43,68.4,1,4,Ya,21,5.5,2,Ya
M0785,3.08,2.93,3.76,3.97,68.0,4,11,Tidak,0,7.8,4,Tidak
M0786,3.34,3.23,3.14,3.01,82.3,5,13,Tidak,0,3.3,2,Tidak
M0787,3.22,2.99,3.21,3.5,86.3,1,10,Tidak,0,7.6,1,Tidak
M0788,3.03,2.64,2.44,2.1,77.0,1,8,Ya,11,2.0,6,Tidak
M0789,2.76,2.62,1.99,1.66,86.8,3,8,Ya,15,3.6,10,Ya
M0790,1.97,2.02,1.97,2.18,72.9,3,16,Tidak,0,5.4,5,Tidak
M0791,3.01,3.19,3.11,3.08,58.9,3,13,Tidak,0,6.3,3,Tidak
M0792,2.9,2.73,2.61,2.47,75.8,2,9,Tidak,0,4.9,1,Tidak
M0793,2.94,2.82,2.79,3.06,80.6,2,10,Ya,39,4.8,9,Tidak
M0794,2.16,1.88,1.96,1.78,77.2,2,12,Ya,30,8.2,8,Ya
M0795,2.26,2.25,2.2,2.14,68.4,1,8,Tidak,0,8.4,6,Tidak
M0796,3.33,3.08,2.7,3.12,61.8,1,6,Tidak,0,5.2,6,Tidak
M0797,2.78,2.95,3.1,3.56,74.9,2,9,Tidak,0,5.2,4,Tidak
M0798,3.14,2.6,2.02,2.49,89.0,2,11,Tidak,0,5.4,2,Tidak
M0799,2.81,2.7,2.08,2.0,92.6,1,2,Tidak,0,10.4,4,Tidak
M0800,2.81,2.9,3.12,3.49,91.9,3,4,Tidak,0,6.0,2,Tidak
M0801,3.27,3.33,3.48,3.2,71.8,3,8,Tidak,0,9.1,7,Tidak
M0802,2.54,3.35,3.33,3.06,68.5,4,7,Tidak,0,7.5,9,Ya
M0803,2.85,2.95,2.53,1.82,85.0,1,10,Tidak,0,5.8,2,Tidak
M0804,2.57,2.27,2.06,2.56,86.4,3,13,Tidak,0,4.7,9,Tidak
M0805,2.58,2.55,2.47,2.21,84.0,1,12,Tidak,0,7.6,9,Tidak
M0806,2.65,2.12,1.64,1.6,59.9,3,16,Tidak,0,4.4,8,Ya
M0807,2.91,2.89,2.67,2.4,71.3,1,12,Ya,40,5.2,1,Tidak
M0808,2.56,2.31,2.51,2.72,79.7,1,10,Tidak,0,7.3,5,Tidak
M0809,3.43,3.7,4.0,3.89,84.9,2,11,Tidak,0,5.5,10,Tidak
M0810,2.35,2.19,2.06,1.67,87.7,2,5,Tidak,0,5.2,4,Tidak
M0811,2.71,2.67,2.9,3.03,81.4,1,9,Ya,13,5.4,7,Tidak
M0812,2.58,2.39,1.82,1.5,83.3,0,6,Tidak,0,4.6,8,Tidak
M0813,3.52,4.0,4.0,3.75,80.8,0,9,Ya,15,6.9,10,Tidak
M0814,2.9,2.8,2.56,1.93,86.9,3,6,Tidak,0,6.1,8,Ya
M0815,3.32,3.87,3.96,3.53,83.1,0,12,Tidak,0,3.3,2,Tidak
M0816,2.06,2.3,2.23,2.28,80.7,1,14,Ya,39,5.0,3,Tidak
M0817,2.93,3.07,3.47,2.88,77.3,1,5,Ya,23,5.3,10,Tidak
M0818,3.24,3.35,3.09,2.65,80.8,3,12,Tidak,0,5.3,10,Tidak
M0819,2.84,2.96,3.15,3.15,84.8,1,8,Ya,17,7.2,7,Tidak
M0820,3.33,2.75,2.67,2.51,82.7,2,5,Tidak,0,4.6,4,Tidak
M0821,2.54,2.46,2.41,3.01,83.8,1,4,Tidak,0,11.4,6,Tidak
M0822,3.5,3.75,3.69,4.0,93.4,1,9,Ya,18,8.8,8,Tidak
M0823,3.95,3.94,3.69,3.43,82.7,2,13,Tidak,0,8.8,8,Tidak
M0824,2.62,2.2,2.2,2.37,73.5,3,9,Ya,25,3.9,7,Ya
M0825,2.58,2.56,2.54,2.76,88.8,2,14,Tidak,0,1.9,2,Tidak
M0826,3.53,4.0,4.0,3.82,66.3,0,15,Tidak,0,5.3,2,Tidak
M0827,3.59,3.96,3.99,3.54,69.2,1,8,Tidak,0,6.6,3,Tidak
M0828,2.54,2.52,2.76,2.76,83.4,1,12,Tidak,0,5.7,4,Tidak
M0829,2.59,2.88,3.16,3.11,85.2,1,8,Tidak,0,4.9,1,Tidak
M0830,2.66,2.55,2.23,2.1,67.5,2,17,Ya,30,2.5,5,Ya
M0831,2.13,1.62,1.88,2.01,76.2,1,13,Tidak,0,4.7,7,Tidak
M0832,2.34,2.06,1.7,1.5,73.9,0,12,Tidak,0,5.5,10,Tidak
M0833,2.3,2.77,2.95,2.6,75.1,1,7,Tidak,0,5.0,5,Tidak
M0834,2.42,2.34,2.53,2.56,89.4,4,13,Ya,38,5.0,7,Ya
M0835,2.78,2.71,2.14,2.26,87.1,2,6,Tidak,0,4.4,5,Tidak
M0836,2.92,2.83,2.86,2.51,79.8,0,13,Ya,14,9.3,10,Tidak
M0837,3.58,4.0,3.86,4.0,74.5,2,10,Tidak,0,7.4,8,Tidak
M0838,2.3,2.79,2.56,2.03,66.5,0,6,Tidak,0,7.9,7,Ya
M0839,3.29,3.96,4.0,3.83,94.2,4,10,Tidak,0,6.5,1,Tidak
M0840,2.69,2.64,2.44,2.36,85.9,2,17,Ya,24,3.3,1,Tidak
M0841,2.78,2.87,2.63,2.44,72.9,1,11,Tidak,0,7.5,5,Tidak
M0842,3.14,2.69,2.71,2.54,87.2,1,14,Ya,11,8.7,2,Tidak
M0843,2.24,2.68,2.89,3.45,79.3,2,10,Tidak,0,9.0,9,Tidak
M0844,2.99,2.64,2.6,2.34,77.1,2,7,Ya,38,7.2,2,Tidak
M0845,2.88,2.95,3.3,4.0,84.4,3,15,Tidak,0,6.0,9,Tidak
M0846,3.05,2.72,2.88,3.01,72.6,0,5,Tidak,0,6.0,10,Tidak
M0847,2.94,2.76,2.11,2.14,76.6,2,8,Tidak,0,7.0,2,Tidak
M0848,4.0,3.75,3.59,3.73,81.2,2,12,Ya,28,2.7,4,Tidak
M0849,2.48,2.3,2.13,2.89,75.0,2,13,Tidak,0,7.3,3,Tidak
M0850,2.53,2.37,2.51,2.21,86.7,0,14,Tidak,0,5.0,6,Tidak
M0851,2.49,2.33,1.54,1.5,98.7,3,7,Tidak,0,10.4,4,Tidak
M0852,2.52,2.77,3.53,3.3,72.5,2,9,Ya,19,5.4,9,Tidak
M0853,2.48,2.15,2.31,2.32,63.3,0,10,Tidak,0,6.4,9,Ya
M0854,3.39,3.46,3.5,2.98,60.0,5,8,Tidak,0,6.3,10,Ya
M0855,3.51,3.88,4.0,4.0,78.5,3,15,Tidak,0,4.6,9,Tidak
M0856,2.51,2.36,3.06,3.57,73.4,0,13,Tidak,0,6.9,3,Tidak
M0857,2.38,2.16,2.42,2.47,82.1,2,17,Tidak,0,6.7,3,Tidak
M0858,3.04,2.97,3.25,3.16,81.3,2,13,Tidak,0,8.0,4,Tidak
M0859,2.52,2.87,2.91,2.72,64.0,2,10,Ya,32,7.4,9,Ya
M0860,3.12,3.18,3.14,3.41,61.9,4,14,Tidak,0,6.4,6,Tidak
M0861,2.9,2.74,2.6,2.35,83.0,0,8,Tidak,0,4.4,9,Tidak
M0862,2.04,2.19,1.94,2.49,81.4,0,7,Ya,13,4.4,8,Tidak
M0863,3.57,3.24,3.03,3.61,75.7,1,12,Tidak,0,9.3,7,Tidak
M0864,3.7,3.9,3.49,3.57,63.4,3,7,Tidak,0,6.2,5,Tidak
M0865,2.49,2.61,2.59,2.59,84.7,2,8,Ya,12,10.2,9,Tidak
M0866,2.61,2.52,2.01,2.32,92.7,2,7,Ya,28,4.4,4,Tidak
M0867,2.94,2.69,2.75,3.08,82.8,1,8,Tidak,0,10.4,4,Tidak
M0868,2.97,2.7,2.69,2.45,71.5,1,12,Ya,39,4.1,8,Ya
M0869,3.13,3.29,3.33,3.17,80.4,0,9,Ya,22,5.1,4,Tidak
M0870,3.81,4.0,3.84,3.44,66.3,1,9,Tidak,0,6.9,7,Tidak
M0871,2.71,2.52,3.44,3.56,90.6,1,13,Tidak,0,8.0,4,Tidak
M0872,2.4,2.54,2.95,3.15,80.8,2,3,Tidak,0,7.4,1,Tidak
M0873,2.11,1.5,1.5,1.5,62.3,2,8,Tidak,0,2.2,10,Ya
M0874,2.43,2.25,2.32,2.18,77.0,3,14,Tidak,0,4.9,9,Ya
M0875,2.78,2.77,2.59,2.19,84.6,2,7,Tidak,0,3.7,4,Tidak
M0876,3.7,3.43,3.13,2.86,76.7,1,15,Tidak,0,3.2,3,Tidak
M0877,2.54,2.26,1.86,2.03,77.2,1,13,Ya,27,6.0,3,Tidak
M0878,2.91,2.71,2.84,2.62,67.8,3,9,Ya,19,1.8,9,Ya
M0879,2.79,2.88,2.68,2.59,85.7,3,19,Tidak,0,8.0,8,Tidak
M0880,3.39,3.33,3.62,3.13,73.5,2,12,Tidak,0,7.5,10,Tidak
M0881,4.0,3.33,3.63,3.69,58.4,2,11,Ya,24,9.2,7,Ya
M0882,2.53,1.89,2.3,2.29,76.3,3,9,Ya,15,3.9,7,Ya
M0883,2.56,2.38,2.12,1.9,89.8,1,11,Tidak,0,4.1,4,Tidak
M0884,3.32,3.46,3.6,3.54,76.1,2,11,Ya,18,8.1,3,Tidak
M0885,3.14,2.32,2.51,2.56,97.4,2,6,Tidak,0,8.3,4,Tidak
M0886,3.72,3.57,3.43,3.19,84.3,1,10,Ya,20,8.7,6,Tidak
M0887,3.09,2.93,2.7,2.26,83.4,1,9,Ya,31,8.3,4,Tidak
M0888,2.62,3.04,3.52,4.0,78.7,3,9,Tidak,0,6.4,4,Tidak
M0889,3.1,2.98,3.05,2.86,79.3,2,10,Tidak,0,5.1,2,Tidak
M0890,3.35,3.46,3.65,3.62,77.4,1,13,Tidak,0,7.5,7,Tidak
M0891,3.21,3.25,3.0,3.3,77.0,2,10,Tidak,0,5.1,6,Tidak
M0892,3.05,2.41,2.04,3.1,85.3,2,4,Tidak,0,6.2,2,Tidak
M0893,3.33,3.56,3.39,3.02,70.6,4,10,Tidak,0,5.2,5,Tidak
M0894,3.38,3.44,3.4,3.53,69.2,1,12,Tidak,0,6.5,6,Tidak
M0895,3.49,3.64,3.32,3.11,68.8,0,9,Tidak,0,8.5,5,Tidak
M0896,3.12,4.0,4.0,3.84,100.0,1,11,Ya,37,5.3,4,Tidak
M0897,2.72,2.09,1.58,1.5,85.3,0,3,Tidak,0,5.0,9,Ya
M0898,2.87,3.39,3.05,2.71,83.0,1,8,Tidak,0,5.8,3,Tidak
M0899,3.4,3.31,3.51,3.5,69.4,0,13,Ya,37,3.6,2,Tidak
M0900,2.39,2.48,2.66,2.22,86.2,0,14,Ya,20,7.3,9,Tidak
M0901,2.98,2.97,2.85,3.13,78.8,0,12,Tidak,0,6.2,8,Tidak
M0902,2.6,2.47,2.16,2.18,82.1,3,11,Tidak,0,5.9,9,Ya
M0903,2.81,2.64,2.33,2.46,70.2,0,10,Ya,37,6.7,10,Ya
M0904,3.44,3.54,3.43,3.29,81.6,0,9,Ya,12,3.1,3,Tidak
M0905,2.9,2.44,2.63,2.52,75.8,1,10,Tidak,0,8.8,1,Tidak
M0906,2.82,3.05,3.33,3.42,72.3,2,7,Tidak,0,5.0,1,Tidak
M0907,2.12,2.0,1.85,1.5,87.3,0,4,Ya,37,5.3,3,Ya
M0908,3.17,2.83,2.48,2.37,64.6,2,12,Tidak,0,7.7,4,Tidak
M0909,3.12,2.98,3.06,2.8,85.6,4,8,Ya,36,7.2,2,Tidak
